category,domain,url,text,page_type,found_on
State Government,www.colorado.gov,https://www.colorado.gov/governor/contact-us,Contact Governor Polis,Colorado Government,https://www.usa.gov/states/colorado
State Government,www.corrections.nebraska.gov,https://www.corrections.nebraska.gov/,Department of Correctional Services,Nebraska Government,https://www.usa.gov/states/nebraska
State Government,www.dcfs.louisiana.gov,https://www.dcfs.louisiana.gov/,Department of Children and Family Services,Louisiana Government,https://www.usa.gov/states/louisiana
State Government,www.dfa.arkansas.gov,https://www.dfa.arkansas.gov/motor-vehicle,Motor Vehicle,Arkansas Government,https://www.usa.gov/states/arkansas
State Government,www.dhs.wisconsin.gov,https://www.dhs.wisconsin.gov/,Department of Health Services,Wisconsin Government,https://www.usa.gov/states/wisconsin
State Government,www.dhss.delaware.gov,https://www.dhss.delaware.gov/dhss/dss/,Division of Social Services,Delaware Government,https://www.usa.gov/states/delaware
State Government,www.dhss.delaware.gov,https://www.dhss.delaware.gov/dhss/,Health and Social Services,Delaware Government,https://www.usa.gov/states/delaware
State Government,www.dmv.virginia.gov,https://www.dmv.virginia.gov/#/,Motor Vehicles,Virginia Government,https://www.usa.gov/states/virginia
State Government,www.doe.virginia.gov,https://www.doe.virginia.gov/,Department of Education,Virginia Government,https://www.usa.gov/states/virginia
State Government,www.dps.arkansas.gov,https://www.dps.arkansas.gov/emergency-management/adem/,Division of Emergency Management,Arkansas Government,https://www.usa.gov/states/arkansas
State Government,www.dshs.texas.gov,https://www.dshs.texas.gov/,State Health Services,Texas Government,https://www.usa.gov/states/texas
State Government,www.dss.virginia.gov,https://www.dss.virginia.gov/,Department of Social Services,Virginia Government,https://www.usa.gov/states/virginia
State Government,www.elections.alaska.gov,https://www.elections.alaska.gov/,Division of Elections,Alaska Government,https://www.usa.gov/states/alaska
State Government,www.elections.virginia.gov,https://www.elections.virginia.gov/,Department of Elections,Virginia Government,https://www.usa.gov/states/virginia
State Government,www.facebook.com,https://www.facebook.com/sharer/sharer.php?u=https://www.usa.gov/states/alabama&v=3,,Alabama Government,https://www.usa.gov/states/alabama
State Government,www.facebook.com,https://www.facebook.com/sharer/sharer.php?u=https://www.usa.gov/states/alaska&v=3,,Alaska Government,https://www.usa.gov/states/alaska
State Government,www.facebook.com,https://www.facebook.com/sharer/sharer.php?u=https://www.usa.gov/states/arizona&v=3,,Arizona Government,https://www.usa.gov/states/arizona
State Government,www.facebook.com,https://www.facebook.com/sharer/sharer.php?u=https://www.usa.gov/states/arkansas&v=3,,Arkansas Government,https://www.usa.gov/states/arkansas
State Government,www.facebook.com,https://www.facebook.com/sharer/sharer.php?u=https://www.usa.gov/states/california&v=3,,California Government,https://www.usa.gov/states/california
State Government,www.facebook.com,https://www.facebook.com/sharer/sharer.php?u=https://www.usa.gov/states/colorado&v=3,,Colorado Government,https://www.usa.gov/states/colorado
State Government,www.facebook.com,https://www.facebook.com/sharer/sharer.php?u=https://www.usa.gov/states/connecticut&v=3,,Connecticut Government,https://www.usa.gov/states/connecticut
State Government,www.facebook.com,https://www.facebook.com/sharer/sharer.php?u=https://www.usa.gov/states/delaware&v=3,,Delaware Government,https://www.usa.gov/states/delaware
State Government,www.facebook.com,https://www.facebook.com/sharer/sharer.php?u=https://www.usa.gov/states/florida&v=3,,Florida Government,https://www.usa.gov/states/florida
State Government,www.facebook.com,https://www.facebook.com/sharer/sharer.php?u=https://www.usa.gov/states/georgia&v=3,,Georgia Government,https://www.usa.gov/states/georgia
State Government,www.facebook.com,https://www.facebook.com/sharer/sharer.php?u=https://www.usa.gov/states/hawaii&v=3,,Hawaii Government,https://www.usa.gov/states/hawaii
State Government,www.facebook.com,https://www.facebook.com/sharer/sharer.php?u=https://www.usa.gov/states/idaho&v=3,,Idaho Government,https://www.usa.gov/states/idaho
State Government,www.facebook.com,https://www.facebook.com/sharer/sharer.php?u=https://www.usa.gov/states/illinois&v=3,,Illinois Government,https://www.usa.gov/states/illinois
State Government,www.facebook.com,https://www.facebook.com/sharer/sharer.php?u=https://www.usa.gov/states/indiana&v=3,,Indiana Government,https://www.usa.gov/states/indiana
State Government,www.facebook.com,https://www.facebook.com/sharer/sharer.php?u=https://www.usa.gov/states/iowa&v=3,,Iowa Government,https://www.usa.gov/states/iowa
State Government,www.facebook.com,https://www.facebook.com/sharer/sharer.php?u=https://www.usa.gov/states/kansas&v=3,,Kansas Government,https://www.usa.gov/states/kansas
State Government,www.facebook.com,https://www.facebook.com/sharer/sharer.php?u=https://www.usa.gov/states/kentucky&v=3,,Kentucky Government,https://www.usa.gov/states/kentucky
State Government,www.facebook.com,https://www.facebook.com/sharer/sharer.php?u=https://www.usa.gov/states/louisiana&v=3,,Louisiana Government,https://www.usa.gov/states/louisiana
State Government,www.facebook.com,https://www.facebook.com/sharer/sharer.php?u=https://www.usa.gov/states/maine&v=3,,Maine Government,https://www.usa.gov/states/maine
State Government,www.facebook.com,https://www.facebook.com/sharer/sharer.php?u=https://www.usa.gov/states/maryland&v=3,,Maryland Government,https://www.usa.gov/states/maryland
State Government,www.facebook.com,https://www.facebook.com/sharer/sharer.php?u=https://www.usa.gov/states/massachusetts&v=3,,Massachusetts Government,https://www.usa.gov/states/massachusetts
State Government,www.facebook.com,https://www.facebook.com/sharer/sharer.php?u=https://www.usa.gov/states/michigan&v=3,,Michigan Government,https://www.usa.gov/states/michigan
State Government,www.facebook.com,https://www.facebook.com/sharer/sharer.php?u=https://www.usa.gov/states/minnesota&v=3,,Minnesota Government,https://www.usa.gov/states/minnesota
State Government,www.facebook.com,https://www.facebook.com/sharer/sharer.php?u=https://www.usa.gov/states/mississippi&v=3,,Mississippi Government,https://www.usa.gov/states/mississippi
State Government,www.facebook.com,https://www.facebook.com/sharer/sharer.php?u=https://www.usa.gov/states/missouri&v=3,,Missouri Government,https://www.usa.gov/states/missouri
State Government,www.facebook.com,https://www.facebook.com/sharer/sharer.php?u=https://www.usa.gov/states/montana&v=3,,Montana Government,https://www.usa.gov/states/montana
State Government,www.facebook.com,https://www.facebook.com/sharer/sharer.php?u=https://www.usa.gov/states/nebraska&v=3,,Nebraska Government,https://www.usa.gov/states/nebraska
State Government,www.facebook.com,https://www.facebook.com/sharer/sharer.php?u=https://www.usa.gov/states/nevada&v=3,,Nevada Government,https://www.usa.gov/states/nevada
State Government,www.facebook.com,https://www.facebook.com/sharer/sharer.php?u=https://www.usa.gov/states/new-jersey&v=3,,New-Jersey Government,https://www.usa.gov/states/new-jersey
State Government,www.facebook.com,https://www.facebook.com/sharer/sharer.php?u=https://www.usa.gov/states/new-mexico&v=3,,New-Mexico Government,https://www.usa.gov/states/new-mexico
State Government,www.facebook.com,https://www.facebook.com/sharer/sharer.php?u=https://www.usa.gov/states/new-york&v=3,,New-York Government,https://www.usa.gov/states/new-york
State Government,www.facebook.com,https://www.facebook.com/sharer/sharer.php?u=https://www.usa.gov/states/north-carolina&v=3,,North-Carolina Government,https://www.usa.gov/states/north-carolina
State Government,www.facebook.com,https://www.facebook.com/sharer/sharer.php?u=https://www.usa.gov/states/north-dakota&v=3,,North-Dakota Government,https://www.usa.gov/states/north-dakota
State Government,www.facebook.com,https://www.facebook.com/sharer/sharer.php?u=https://www.usa.gov/states/ohio&v=3,,Ohio Government,https://www.usa.gov/states/ohio
State Government,www.facebook.com,https://www.facebook.com/sharer/sharer.php?u=https://www.usa.gov/states/oklahoma&v=3,,Oklahoma Government,https://www.usa.gov/states/oklahoma
State Government,www.facebook.com,https://www.facebook.com/sharer/sharer.php?u=https://www.usa.gov/states/oregon&v=3,,Oregon Government,https://www.usa.gov/states/oregon
State Government,www.facebook.com,https://www.facebook.com/sharer/sharer.php?u=https://www.usa.gov/states/pennsylvania&v=3,,Pennsylvania Government,https://www.usa.gov/states/pennsylvania
State Government,www.facebook.com,https://www.facebook.com/sharer/sharer.php?u=https://www.usa.gov/states/south-carolina&v=3,,South-Carolina Government,https://www.usa.gov/states/south-carolina
State Government,www.facebook.com,https://www.facebook.com/sharer/sharer.php?u=https://www.usa.gov/states/south-dakota&v=3,,South-Dakota Government,https://www.usa.gov/states/south-dakota
State Government,www.facebook.com,https://www.facebook.com/sharer/sharer.php?u=https://www.usa.gov/states/tennessee&v=3,,Tennessee Government,https://www.usa.gov/states/tennessee
State Government,www.facebook.com,https://www.facebook.com/sharer/sharer.php?u=https://www.usa.gov/states/texas&v=3,,Texas Government,https://www.usa.gov/states/texas
State Government,www.facebook.com,https://www.facebook.com/sharer/sharer.php?u=https://www.usa.gov/states/utah&v=3,,Utah Government,https://www.usa.gov/states/utah
State Government,www.facebook.com,https://www.facebook.com/sharer/sharer.php?u=https://www.usa.gov/states/vermont&v=3,,Vermont Government,https://www.usa.gov/states/vermont
State Government,www.facebook.com,https://www.facebook.com/sharer/sharer.php?u=https://www.usa.gov/states/virginia&v=3,,Virginia Government,https://www.usa.gov/states/virginia
State Government,www.facebook.com,https://www.facebook.com/sharer/sharer.php?u=https://www.usa.gov/states/washington&v=3,,Washington Government,https://www.usa.gov/states/washington
State Government,www.facebook.com,https://www.facebook.com/sharer/sharer.php?u=https://www.usa.gov/states/west-virginia&v=3,,West-Virginia Government,https://www.usa.gov/states/west-virginia
State Government,www.facebook.com,https://www.facebook.com/sharer/sharer.php?u=https://www.usa.gov/states/wisconsin&v=3,,Wisconsin Government,https://www.usa.gov/states/wisconsin
State Government,www.facebook.com,https://www.facebook.com/sharer/sharer.php?u=https://www.usa.gov/states/wyoming&v=3,,Wyoming Government,https://www.usa.gov/states/wyoming
State Government,www.floridahealth.gov,https://www.floridahealth.gov/,Department of Health,Florida Government,https://www.usa.gov/states/florida
State Government,www.governor.state.nm.us,https://www.governor.state.nm.us/,New Mexico (NM),State Governors,https://www.usa.gov/state-governor
State Government,www.governor.state.nm.us,https://www.governor.state.nm.us/contact-the-governor/,Contact Governor Lujan Grisham,New-Mexico Government,https://www.usa.gov/states/new-mexico
State Government,www.governor.virginia.gov,https://www.governor.virginia.gov/,Virginia (VA),State Governors,https://www.usa.gov/state-governor
State Government,www.governor.virginia.gov,https://www.governor.virginia.gov/communicating-with-the-governors-office/,Contact Governor Youngkin,Virginia Government,https://www.usa.gov/states/virginia
State Government,www.healthvermont.gov,https://www.healthvermont.gov/,Department of Health,Vermont Government,https://www.usa.gov/states/vermont
State Government,www.healthy.arkansas.gov,https://www.healthy.arkansas.gov/,Department of Health,Arkansas Government,https://www.usa.gov/states/arkansas
State Government,www.hhs.texas.gov,https://www.hhs.texas.gov/,Health and Human Services,Texas Government,https://www.usa.gov/states/texas
State Government,www.idaho.gov,https://www.idaho.gov/,Idaho,Idaho Government,https://www.usa.gov/states/idaho
State Government,www.idoc.idaho.gov,https://www.idoc.idaho.gov/,Department of Correction,Idaho Government,https://www.usa.gov/states/idaho
State Government,www.illinois.gov,https://www.illinois.gov/,Illinois,Illinois Government,https://www.usa.gov/states/illinois
State Government,www.illinoisattorneygeneral.gov,https://www.illinoisattorneygeneral.gov/,Illinois (IL),State Attorneys General,https://www.usa.gov/state-attorney-general
State Government,www.iowa.gov,https://www.iowa.gov/,Iowa,Iowa Government,https://www.usa.gov/states/iowa
State Government,www.iowaattorneygeneral.gov,https://www.iowaattorneygeneral.gov/,Iowa (IA),State Attorneys General,https://www.usa.gov/state-attorney-general
State Government,www.iowaattorneygeneral.gov,https://www.iowaattorneygeneral.gov/about-us/divisions/consumer-protection,Consumer Protection Division,Iowa Government,https://www.usa.gov/states/iowa
State Government,www.kansastag.gov,https://www.kansastag.gov/101/KDEM,Division of Emergency Management,Kansas Government,https://www.usa.gov/states/kansas
State Government,www.kentucky.gov,https://www.kentucky.gov/Pages/home.aspx,Kentucky,Kentucky Government,https://www.usa.gov/states/kentucky
State Government,www.law.alaska.gov,https://www.law.alaska.gov/department/civil/consumer/cpindex.html,Consumer Protection Unit,Alaska Government,https://www.usa.gov/states/alaska
State Government,www.law.alaska.gov,https://www.law.alaska.gov/department/about.html#dao,District Attorneys,Alaska Government,https://www.usa.gov/states/alaska
State Government,www.louisiana.gov,https://www.louisiana.gov/,Louisiana,Louisiana Government,https://www.usa.gov/states/louisiana
State Government,www.maine.gov,https://www.maine.gov/governor/mills/,Maine (ME),State Governors,https://www.usa.gov/state-governor
State Government,www.maine.gov,https://www.maine.gov/ag/index.shtml,Maine (ME),State Attorneys General,https://www.usa.gov/state-attorney-general
State Government,www.maine.gov,https://www.maine.gov/portal/index.html,Maine,Maine Government,https://www.usa.gov/states/maine
State Government,www.maine.gov,https://www.maine.gov/governor/mills/contact,Contact Governor Mills,Maine Government,https://www.usa.gov/states/maine
State Government,www.maine.gov,https://www.maine.gov/dacf/,"Department of Agriculture, Conservation and Forestry",Maine Government,https://www.usa.gov/states/maine
State Government,www.maine.gov,https://www.maine.gov/dhhs/programs-services/human-services,Child and Family Services,Maine Government,https://www.usa.gov/states/maine
State Government,www.maine.gov,https://www.maine.gov/ag/consumer/index.shtml,Consumer Protection,Maine Government,https://www.usa.gov/states/maine
State Government,www.maine.gov,https://www.maine.gov/corrections/,Department of Corrections,Maine Government,https://www.usa.gov/states/maine
State Government,www.maine.gov,https://www.maine.gov/doe/home,Department of Education,Maine Government,https://www.usa.gov/states/maine
State Government,www.maine.gov,https://www.maine.gov/sos/cec/elec/index.html,Elections and Voting,Maine Government,https://www.usa.gov/states/maine
State Government,www.maine.gov,https://www.maine.gov/mema/,Emergency Management Agency,Maine Government,https://www.usa.gov/states/maine
State Government,www.maine.gov,https://www.maine.gov/dhhs/programs-services/health-prevention-services,Health and Prevention Services,Maine Government,https://www.usa.gov/states/maine
State Government,www.maine.gov,https://www.maine.gov/sos/bmv/,Motor Vehicles,Maine Government,https://www.usa.gov/states/maine
State Government,www.maryland.gov,https://www.maryland.gov/Pages/default.aspx,Maryland,Maryland Government,https://www.usa.gov/states/maryland
State Government,www.marylandattorneygeneral.gov,https://www.marylandattorneygeneral.gov/,Maryland (MD),State Attorneys General,https://www.usa.gov/state-attorney-general
State Government,www.marylandattorneygeneral.gov,https://www.marylandattorneygeneral.gov/Pages/CPD/default.aspx,Consumer Protection Division,Maryland Government,https://www.usa.gov/states/maryland
State Government,www.mass.gov,https://www.mass.gov/orgs/massachusetts-department-of-agricultural-resources,Department of Agricultural Resources,Massachusetts Government,https://www.usa.gov/states/massachusetts
State Government,www.mass.gov,https://www.mass.gov/orgs/massachusetts-department-of-correction,Department of Correction,Massachusetts Government,https://www.usa.gov/states/massachusetts
State Government,www.mass.gov,https://www.mass.gov/orgs/massachusetts-emergency-management-agency,Emergency Management Agency,Massachusetts Government,https://www.usa.gov/states/massachusetts
State Government,www.mass.gov,https://www.mass.gov/orgs/massachusetts-registry-of-motor-vehicles,Motor Vehicles,Massachusetts Government,https://www.usa.gov/states/massachusetts
State Government,www.michigan.gov,https://www.michigan.gov/whitmer,Michigan (MI),State Governors,https://www.usa.gov/state-governor
State Government,www.michigan.gov,https://www.michigan.gov/ag/,Michigan (MI),State Attorneys General,https://www.usa.gov/state-attorney-general
State Government,www.michigan.gov,https://www.michigan.gov/som,Michigan,Michigan Government,https://www.usa.gov/states/michigan
State Government,www.michigan.gov,https://www.michigan.gov/whitmer/contact,Contact Governor Whitmer,Michigan Government,https://www.usa.gov/states/michigan
State Government,www.michigan.gov,https://www.michigan.gov/mdard,Department of Agriculture & Rural Development,Michigan Government,https://www.usa.gov/states/michigan
State Government,www.michigan.gov,https://www.michigan.gov/mdhhs/adult-child-serv,Adult and Children's Services,Michigan Government,https://www.usa.gov/states/michigan
State Government,www.michigan.gov,https://www.michigan.gov/consumerprotection,Consumer Protection,Michigan Government,https://www.usa.gov/states/michigan
State Government,www.michigan.gov,https://www.michigan.gov/corrections/,Department of Corrections,Michigan Government,https://www.usa.gov/states/michigan
State Government,www.michigan.gov,https://www.michigan.gov/mde,Department of Education,Michigan Government,https://www.usa.gov/states/michigan
State Government,www.michigan.gov,https://www.michigan.gov/sos/elections,Elections,Michigan Government,https://www.usa.gov/states/michigan
State Government,www.michigan.gov,https://www.michigan.gov/msp/divisions/emhsd,Emergency Management & Homeland Security,Michigan Government,https://www.usa.gov/states/michigan
State Government,www.michigan.gov,https://www.michigan.gov/mdhhs/keep-mi-healthy,Health Services,Michigan Government,https://www.usa.gov/states/michigan
State Government,www.michigan.gov,https://www.michigan.gov/sos,Motor Vehicles,Michigan Government,https://www.usa.gov/states/michigan
State Government,www.nebraska.gov,https://www.nebraska.gov/,Nebraska,Nebraska Government,https://www.usa.gov/states/nebraska
State Government,www.nebraska.gov,https://www.nebraska.gov/featured/elections-voting/,Elections and Voting,Nebraska Government,https://www.usa.gov/states/nebraska
State Government,www.ohioattorneygeneral.gov,https://www.ohioattorneygeneral.gov/,Ohio (OH),State Attorneys General,https://www.usa.gov/state-attorney-general
State Government,www.ohioattorneygeneral.gov,https://www.ohioattorneygeneral.gov/about-ag/service-divisions/consumer-protection,Consumer Protection,Ohio Government,https://www.usa.gov/states/ohio
State Government,www.oregon.gov,https://www.oregon.gov/gov/Pages/index.aspx,Oregon (OR),State Governors,https://www.usa.gov/state-governor
State Government,www.oregon.gov,https://www.oregon.gov/pages/index.aspx,Oregon,Oregon Government,https://www.usa.gov/states/oregon
State Government,www.oregon.gov,https://www.oregon.gov/gov/pages/contact-us.aspx,Contact Governor Kotek,Oregon Government,https://www.usa.gov/states/oregon
State Government,www.oregon.gov,https://www.oregon.gov/oda/Pages/default.aspx,Department of Agriculture,Oregon Government,https://www.usa.gov/states/oregon
State Government,www.oregon.gov,https://www.oregon.gov/odhs/pages/default.aspx,Department of Human Services,Oregon Government,https://www.usa.gov/states/oregon
State Government,www.oregon.gov,https://www.oregon.gov/doc/pages/default.aspx,Department of Corrections,Oregon Government,https://www.usa.gov/states/oregon
State Government,www.oregon.gov,https://www.oregon.gov/ode/Pages/default.aspx,Department of Education,Oregon Government,https://www.usa.gov/states/oregon
State Government,www.oregon.gov,https://www.oregon.gov/OEM/Pages/default.aspx,Department of Emergency Management,Oregon Government,https://www.usa.gov/states/oregon
State Government,www.oregon.gov,https://www.oregon.gov/OHA/PH/Pages/index.aspx,Public Health Division,Oregon Government,https://www.usa.gov/states/oregon
State Government,www.oregon.gov,https://www.oregon.gov/odot/DMV/Pages/index.aspx,Motor Vehicles,Oregon Government,https://www.usa.gov/states/oregon
State Government,www.revenue.alabama.gov,https://www.revenue.alabama.gov/division/motor-vehicle/,Motor Vehicles,Alabama Government,https://www.usa.gov/states/alabama
State Government,www.sde.idaho.gov,https://www.sde.idaho.gov/,Department of Education,Idaho Government,https://www.usa.gov/states/idaho
State Government,www.sos.alabama.gov,https://www.sos.alabama.gov/alabama-votes,Official Election Center,Alabama Government,https://www.usa.gov/states/alabama
State Government,www.sos.arkansas.gov,https://www.sos.arkansas.gov/elections,"Elections, Secretary of State",Arkansas Government,https://www.usa.gov/states/arkansas
State Government,www.state.gov,https://www.state.gov/bureaus-offices/under-secretary-for-arms-control-and-international-security-affairs/,Arms Control and International Security,Federal Agencies,https://www.usa.gov/federal-agencies
State Government,www.tdcj.texas.gov,https://www.tdcj.texas.gov/,Department of Criminal Justice,Texas Government,https://www.usa.gov/states/texas
State Government,www.tdem.texas.gov,https://www.tdem.texas.gov/,Disaster Preparedness,Texas Government,https://www.usa.gov/states/texas
State Government,www.texas.gov,https://www.texas.gov/,Texas,Texas Government,https://www.usa.gov/states/texas
State Government,www.texasagriculture.gov,https://www.texasagriculture.gov/,Department of Agriculture,Texas Government,https://www.usa.gov/states/texas
State Government,www.texasattorneygeneral.gov,https://www.texasattorneygeneral.gov/,Texas (TX),State Attorneys General,https://www.usa.gov/state-attorney-general
State Government,www.texasattorneygeneral.gov,https://www.texasattorneygeneral.gov/consumer-protection,Consumer Protection,Texas Government,https://www.usa.gov/states/texas
State Government,www.tn.gov,https://www.tn.gov/attorneygeneral/working-for-tennessee/consumer-affairs.html,Division of Consumer Affairs,Tennessee Government,https://www.usa.gov/states/tennessee
State Government,www.utah.gov,https://www.utah.gov/index.html,Utah,Utah Government,https://www.usa.gov/states/utah
State Government,www.utah.gov,https://www.utah.gov/education/,Education,Utah Government,https://www.usa.gov/states/utah
State Government,www.vdacs.virginia.gov,https://www.vdacs.virginia.gov/,Department of Agriculture and Consumer Services,Virginia Government,https://www.usa.gov/states/virginia
State Government,www.vdh.virginia.gov,https://www.vdh.virginia.gov/,Department of Health,Virginia Government,https://www.usa.gov/states/virginia
State Government,www.vermont.gov,https://www.vermont.gov/,Vermont,Vermont Government,https://www.usa.gov/states/vermont
State Government,www.virginia.gov,https://www.virginia.gov/,Virginia,Virginia Government,https://www.usa.gov/states/virginia
State Government,www.wisconsin.gov,https://www.wisconsin.gov/Pages/Home.aspx,Wisconsin,Wisconsin Government,https://www.usa.gov/states/wisconsin
State: District-Of-Columbia,dc.gov,https://dc.gov/,"District of Columbia (Washington, DC)",District-Of-Columbia Government,https://www.usa.gov/states/district-of-columbia
State: District-Of-Columbia,dcforms.dc.gov,https://dcforms.dc.gov/webform/executive-office-mayor-ask-mayor,Contact Mayor Bowser,District-Of-Columbia Government,https://www.usa.gov/states/district-of-columbia
State: District-Of-Columbia,dhs.dc.gov,https://dhs.dc.gov/,Department of Human Services,District-Of-Columbia Government,https://www.usa.gov/states/district-of-columbia
State: District-Of-Columbia,doc.dc.gov,https://doc.dc.gov/,Department of Corrections,District-Of-Columbia Government,https://www.usa.gov/states/district-of-columbia
State: District-Of-Columbia,oag.dc.gov,https://oag.dc.gov/consumer-protection,Consumer Protection,District-Of-Columbia Government,https://www.usa.gov/states/district-of-columbia
State: District-Of-Columbia,osse.dc.gov,https://osse.dc.gov/,Office of the State Superintendent for Education,District-Of-Columbia Government,https://www.usa.gov/states/district-of-columbia
